,Ano,Genero,qtd,Idade
4153,2037,0,1648917,37 anos
8778,2018,1,1487937,6 anos
9407,2023,1,700644,68 anos
11577,2043,1,1465103,26 anos
6156,2055,0,1439188,41 anos
5753,2051,0,945835,75 anos
9460,2024,1,8111918,20 a 24 anos
6060,2054,0,1553800,54 anos
8420,2014,1,231351,78 anos
654,2005,0,-,80 anos
12667,2053,1,6200276,10 a 14 anos
12866,2054,1,597548,82 anos
5203,2046,0,5111206,80 anos ou mais
5927,2053,0,1472194,35 anos
9873,2027,1,166259,85 anos
12252,2049,1,1488425,34 anos
12908,2055,1,1346162,25 anos
3019,2027,0,1470348,17 anos
5664,2051,0,1175256,1 ano
8077,2011,1,1732563,70 a 74 anos
9505,2024,1,1145029,57 anos
905,2008,0,1754521,13 anos
2721,2024,0,1494465,46 anos
8798,2018,1,1726351,23 anos
11703,2044,1,1509940,39 anos
1708,2015,0,7700900,35 a 39 anos
2821,2025,0,1688993,37 anos
2258,2020,0,1702660,30 anos
857,2007,0,450608,65 anos
11919,2046,1,1440727,34 anos
10203,2030,1,253596,83 anos
3872,2034,0,1724591,80 a 84 anos
1948,2017,0,5779573,50 a 54 anos
13348,2059,1,1267439,22 anos
2914,2026,0,1563465,22 anos
13340,2059,1,1215117,15 anos
13515,2060,1,1309910,69 anos
7249,2004,1,1538576,27 anos
50,2000,0,1115038,40 anos
4614,2041,0,1595372,51 anos
2766,2024,0,190100,83 anos
7730,2008,1,700687,58 anos
10962,2037,1,973706,69 anos
6650,2059,0,686905,82 anos
4597,2041,0,1519965,37 anos
1981,2017,0,277948,77 anos
13002,2056,1,1209030,11 anos
7821,2009,1,1292437,41 anos
4174,2037,0,7254823,55 a 59 anos
1005,2009,0,1583713,4 anos
8327,2014,1,1510117,0 ano
11548,2043,1,1241912,2 anos
9016,2020,1,8712945,20 a 24 anos
1915,2017,0,1730119,22 anos
7503,2006,1,785344,54 anos
2684,2024,0,1496181,15 anos
4284,2038,0,1572861,54 anos
10536,2033,1,291484,83 anos
1606,2014,0,1316338,42 anos
12813,2054,1,1475836,39 anos
7934,2010,1,1264589,43 anos
12700,2053,1,1451332,37 anos
11662,2044,1,6397457,5 a 9 anos
5618,2050,0,1564472,55 anos
841,2007,0,885655,52 anos
6384,2057,0,1397312,46 anos
9621,2025,1,1035350,61 anos
13099,2057,1,5660575,0 a 4 anos
12679,2053,1,6692510,20 a 24 anos
1133,2010,0,1725238,18 anos
11306,2040,1,628720,78 anos
7509,2006,1,615922,59 anos
6538,2058,0,732366,81 anos
2517,2022,0,962988,61 anos
11376,2041,1,1679524,44 anos
1116,2010,0,1563918,4 anos
8113,2012,1,1581510,7 anos
3473,2031,0,1531172,25 anos
8851,2018,1,618261,67 anos
12548,2052,1,1182202,3 anos
12546,2052,1,1167290,1 ano
10495,2033,1,7660698,50 a 54 anos
11386,2041,1,1592787,52 anos
9410,2023,1,619530,70 anos
11835,2045,1,1552036,56 anos
12238,2049,1,1393216,22 anos
9869,2027,1,244308,82 anos
681,2006,0,1754933,11 anos
651,2005,0,170280,79 anos
11971,2046,1,759081,77 anos
8784,2018,1,1521042,11 anos
1518,2013,0,720059,61 anos
4641,2041,0,833426,74 anos
5795,2052,0,1306600,18 anos
3875,2034,0,340831,82 anos
4066,2036,0,1424076,57 anos
11853,2045,1,999711,71 anos
3809,2034,0,1522837,28 anos
11837,2045,1,1532159,58 anos
322,2002,0,-,81 anos
10937,2037,1,1624987,48 anos
766,2006,0,-,81 anos
5889,2053,0,1181937,4 anos
1415,2012,0,451815,68 anos
10463,2033,1,1456407,23 anos
6868,2000,1,625185,80 anos ou mais
1754,2015,0,354177,73 anos
10090,2029,1,308293,81 anos
6596,2059,0,1439119,38 anos
2890,2026,0,1452671,2 anos
7545,2006,1,-,88 anos
11022,2038,1,1459090,26 anos
10998,2038,1,1338098,6 anos
6180,2055,0,1468278,61 anos
2245,2020,0,8712945,20 a 24 anos
7452,2006,1,1754933,11 anos
11365,2041,1,7625181,35 a 39 anos
8381,2014,1,1278410,45 anos
8543,2015,1,78591,87 anos
8538,2015,1,134638,83 anos
11702,2044,1,1495388,38 anos
2172,2019,0,1222519,51 anos
13337,2059,1,1201298,13 anos
7990,2010,1,33992,89 anos
4210,2037,0,309955,84 anos
5039,2045,0,1427446,35 anos
3437,2030,0,139190,87 anos
803,2007,0,1811083,20 anos
204,2001,0,204090,76 anos
2013,2018,0,1521042,11 anos
9669,2026,1,1490725,9 anos
331,2002,0,-,89 anos
8246,2013,1,1737872,25 anos
4357,2039,0,1474236,22 anos
1102,2009,0,-,84 anos
6456,2058,0,1215734,14 anos
5779,2052,0,6049752,5 a 9 anos
9820,2027,1,1665969,42 anos
6151,2055,0,1467223,37 anos
1897,2017,0,1478350,7 anos
864,2007,0,325872,71 anos
2627,2023,0,1028984,60 anos
8691,2017,1,1706878,26 anos
13422,2059,1,625168,83 anos
5452,2049,0,6391415,10 a 14 anos
4356,2039,0,1503469,21 anos
6800,2000,1,1577317,23 anos
2194,2019,0,2297297,70 a 74 anos
2736,2024,0,1081931,59 anos
1689,2015,0,1757156,19 anos
450,2004,0,1731418,4 anos
6591,2059,0,1398173,34 anos
9534,2024,1,269074,80 anos
12795,2054,1,1347967,24 anos
13195,2057,1,6708953,80 anos ou mais
13423,2059,1,568361,84 anos
8415,2014,1,325598,74 anos
13193,2057,1,903795,78 anos
1952,2017,0,1127638,53 anos
12636,2052,1,906577,76 anos
6093,2054,0,710786,80 anos
6735,2060,0,1500683,61 anos
11846,2045,1,1324818,65 anos
2439,2021,0,81304,88 anos
11168,2039,1,1561751,55 anos
10568,2034,1,1494101,18 anos
435,2003,0,-,83 anos
7327,2005,1,8134947,0 a 4 anos
2061,2018,0,1205606,51 anos
2847,2025,0,1101506,59 anos
9795,2027,1,1542974,21 anos
2838,2025,0,1303967,51 anos
13190,2057,1,1088281,75 anos
603,2005,0,1264037,39 anos
13408,2059,1,1225937,72 anos
13189,2057,1,4824282,75 a 79 anos
4141,2037,0,1446409,27 anos
8716,2017,1,1270610,47 anos
25,2000,0,8168287,20 a 24 anos
10645,2034,1,381255,81 anos
1928,2017,0,1705388,33 anos
5733,2051,0,1492324,59 anos
1810,2016,0,1721857,27 anos
3115,2028,0,7441882,5 a 9 anos
10032,2029,1,1686900,34 anos
8980,2019,1,206565,81 anos
6983,2001,1,-,82 anos
8189,2012,1,396876,70 anos
7069,2002,1,453233,62 anos
3790,2034,0,1476094,12 anos
2078,2018,0,696072,65 anos
1035,2009,0,1639421,29 anos
9255,2022,1,1701845,34 anos
11249,2040,1,1439288,30 anos
9773,2027,1,1452058,3 anos
12311,2049,1,561331,82 anos
11135,2039,1,1448679,28 anos
6614,2059,0,1422476,53 anos
7319,2004,1,-,85 a 89 anos
6729,2060,0,1415268,56 anos
13292,2058,1,1337700,68 anos
1946,2017,0,1256950,48 anos
1822,2016,0,1575793,37 anos
3025,2027,0,1558464,22 anos
8745,2017,1,451761,71 anos
11609,2043,1,1577836,53 anos
9049,2020,1,1302577,47 anos
5911,2053,0,1338493,22 anos
6107,2055,0,1133403,0 ano
10948,2037,1,1451559,57 anos
12310,2049,1,610425,81 anos
12746,2053,1,1000815,75 anos
2942,2026,0,1589200,45 anos
2193,2019,0,569622,69 anos
12761,2053,1,364269,87 anos
5917,2053,0,1397632,27 anos
1351,2012,0,8745322,15 a 19 anos
10185,2030,1,836136,69 anos
12431,2050,1,1148335,90 anos ou mais
10175,2030,1,1145423,60 anos
12677,2053,1,1295211,18 anos
1748,2015,0,518988,68 anos
5154,2046,0,1456015,39 anos
6723,2060,0,1384554,51 anos
12083,2047,1,727137,78 anos
8443,2015,1,7574960,5 a 9 anos
2522,2022,0,802452,65 anos
9914,2028,1,1678411,28 anos
8036,2011,1,1479208,35 anos
6242,2056,0,1281578,20 anos
8513,2015,1,696268,63 anos
519,2004,0,496628,61 anos
11111,2039,1,1351161,8 anos
2418,2021,0,535113,71 anos
2909,2026,0,1500322,18 anos
9653,2025,1,118023,87 anos
8651,2016,1,410381,85 a 89 anos
6165,2055,0,1450136,49 anos
2991,2026,0,160667,85 anos
1729,2015,0,1115136,52 anos
11558,2043,1,1324120,10 anos
6128,2055,0,1273226,18 anos
5660,2050,0,1148335,90 anos ou mais
1187,2010,0,582021,63 anos
8286,2013,1,796366,59 anos
8631,2016,1,506638,69 anos
11754,2044,1,599993,80 anos
6674,2060,0,1173086,10 anos
4345,2039,0,1405799,12 anos
7587,2007,1,1485647,31 anos
2860,2025,0,2915566,70 a 74 anos
7374,2005,1,1264037,39 anos
7085,2002,1,220001,75 anos
9992,2029,1,1382460,0 ano
5150,2046,0,1432330,35 anos
627,2005,0,586272,59 anos
3892,2035,0,6965042,5 a 9 anos
5210,2046,0,1512013,85 a 89 anos
8423,2014,1,746369,80 a 84 anos
10853,2036,1,916170,70 anos
11234,2040,1,1469829,18 anos
5308,2047,0,3840217,75 a 79 anos
5851,2052,0,6800700,65 a 69 anos
12599,2052,1,1434647,45 anos
12651,2052,1,315442,88 anos
13025,2056,1,1392019,30 anos
8496,2015,1,1201890,49 anos
5465,2049,0,1368784,20 anos
4985,2044,0,498311,82 anos
7055,2002,1,808745,50 anos
4422,2039,0,706086,76 anos
7974,2010,1,240351,76 anos
8578,2016,1,8598875,25 a 29 anos
8245,2013,1,8662143,25 a 29 anos
3849,2034,0,1164010,61 anos
13091,2056,1,1946213,85 a 89 anos
1350,2012,0,1789217,14 anos
618,2005,0,861352,51 anos
1070,2009,0,726445,58 anos
7170,2003,1,707019,54 anos
2992,2026,0,139369,86 anos
3724,2033,0,7660698,50 a 54 anos
8822,2018,1,1399361,43 anos
12091,2047,1,449514,84 anos
3545,2031,0,756161,85 a 89 anos
4068,2036,0,1334429,59 anos
12462,2051,1,1389306,24 anos
5898,2053,0,1231398,11 anos
5622,2050,0,1502908,59 anos
1841,2016,0,1106112,53 anos
5857,2052,0,5722265,70 a 74 anos
10271,2031,1,1614955,48 anos
6159,2055,0,1406012,44 anos
13205,2057,1,389733,87 anos
8549,2016,1,1509051,0 ano
3262,2029,0,8299702,35 a 39 anos
12614,2052,1,1511243,58 anos
7945,2010,1,980577,52 anos
2337,2021,0,1492581,4 anos
12253,2049,1,7162834,35 a 39 anos
231,2002,0,1776144,6 anos
9283,2022,1,1104114,57 anos
11164,2039,1,1598802,52 anos
7733,2008,1,635779,60 anos
1297,2011,0,639959,62 anos
13020,2056,1,1344389,26 anos
7933,2010,1,1286733,42 anos
10701,2035,1,1691382,36 anos
7370,2005,1,1319055,35 anos
1996,2017,0,61290,89 anos
10035,2029,1,1652026,36 anos
5106,2046,0,113493052,Total
8386,2014,1,5441195,50 a 54 anos
8675,2017,1,1583742,13 anos
1143,2010,0,1737581,26 anos
10110,2030,1,1450899,6 anos
2748,2024,0,685934,69 anos
11741,2044,1,1028196,70 anos
2462,2022,0,1518219,15 anos
10738,2035,1,1010905,67 anos
2968,2026,0,820666,67 anos
2639,2023,0,619530,70 anos
9052,2020,1,6041008,50 a 54 anos
13505,2060,1,1483842,60 anos
6249,2056,0,1344389,26 anos
6759,2060,0,840284,80 anos
11540,2042,1,253160,87 anos
2750,2024,0,643480,70 anos
8285,2013,1,833951,58 anos
1494,2013,0,1321934,41 anos
8158,2012,1,5985481,45 a 49 anos
12867,2054,1,554605,83 anos
13161,2057,1,1436751,51 anos
4779,2043,0,1259554,4 anos
2488,2022,0,1690568,37 anos
10441,2033,1,7108665,5 a 9 anos
1950,2017,0,1184198,51 anos
9668,2026,1,1517935,8 anos
11368,2041,1,1519965,37 anos
7887,2010,1,1563918,4 anos
3363,2030,0,1551306,26 anos
691,2006,0,8921726,20 a 24 anos
13059,2056,1,1549315,59 anos
12297,2049,1,1124795,71 anos
3012,2027,0,1501509,11 anos
13035,2056,1,1435885,39 anos
6590,2059,0,1386332,33 anos
5450,2049,0,1240356,8 anos
7870,2009,1,-,81 anos
12124,2048,1,7036251,20 a 24 anos
7365,2005,1,1396658,31 anos
5530,2049,0,3942722,75 a 79 anos
8819,2018,1,1529744,40 anos
10835,2036,1,1504234,55 anos
10593,2034,1,1668230,39 anos
4157,2037,0,1697616,40 anos
12600,2052,1,1465287,46 anos
5353,2048,0,7036251,20 a 24 anos
12693,2053,1,1443301,31 anos
10920,2037,1,1542852,34 anos
4184,2037,0,1163517,63 anos
9911,2028,1,1568857,25 anos
1457,2013,0,1601082,10 anos
5204,2046,0,2641835,80 a 84 anos
4226,2038,0,1325360,5 anos
12373,2050,1,1435634,42 anos
2896,2026,0,1509662,7 anos
3825,2034,0,1631784,41 anos
3446,2031,0,1394019,3 anos
10334,2032,1,1450283,8 anos
2300,2020,0,748047,65 anos
5790,2052,0,1266952,14 anos
4872,2043,0,585640,80 anos
6063,2054,0,1587857,56 anos
6992,2001,1,-,90 anos ou mais
3467,2031,0,1468731,20 anos
8723,2017,1,1127638,53 anos
13159,2057,1,7180814,50 a 54 anos
1830,2016,0,1305646,44 anos
9451,2024,1,1485555,12 anos
4438,2039,0,164430,89 anos
11415,2041,1,737663,76 anos
10269,2031,1,1642352,46 anos
5344,2048,0,1288673,12 anos
9411,2023,1,577200,71 anos
170,2001,0,848866,48 anos
5996,2054,0,1142904,0 ano
463,2004,0,9074391,15 a 19 anos
1692,2015,0,1716987,21 anos
13531,2060,1,771597,81 anos
13387,2059,1,7272866,55 a 59 anos
55,2000,0,4279889,45 a 49 anos
10646,2034,1,340831,82 anos
11352,2041,1,1469599,24 anos
11763,2044,1,238860,88 anos
10143,2030,1,1702386,34 anos
6551,2059,0,1094335,0 ano
7385,2005,1,974564,48 anos
8213,2012,1,163643,90 anos ou mais
10289,2031,1,1081590,63 anos
874,2007,0,975873,80 anos ou mais
5346,2048,0,1310832,14 anos
401,2003,0,674219,55 anos
523,2004,0,1917974,65 a 69 anos
2917,2026,0,8544666,25 a 29 anos
7023,2002,1,1598525,24 anos
7559,2007,1,1767935,8 anos
494,2004,0,1221547,40 anos
6784,2000,1,8979634,10 a 14 anos
8352,2014,1,1707770,21 anos
11096,2038,1,211608,87 anos
2690,2024,0,1569944,20 anos
13241,2058,1,1307295,25 anos
914,2008,0,1791552,20 anos
7801,2009,1,8485797,25 a 29 anos
7388,2005,1,898578,50 anos
5187,2046,0,1301550,66 anos
6051,2054,0,1419743,46 anos
3391,2030,0,7217244,50 a 54 anos
7157,2003,1,1096793,43 anos
2231,2020,0,1487240,8 anos
12008,2047,1,1335194,15 anos
2077,2018,0,3103440,65 a 69 anos
10002,2029,1,1499543,9 anos
9377,2023,1,1573304,43 anos
2188,2019,0,3217426,65 a 69 anos
3191,2028,0,828309,68 anos
4212,2037,0,272415,85 anos
2370,2021,0,1698864,31 anos
12664,2053,1,1202535,7 anos
2999,2027,0,1411630,0 ano
11206,2039,1,256745,86 anos
242,2002,0,1818059,15 anos
12444,2051,1,1231847,9 anos
1334,2012,0,1494652,0 ano
9964,2028,1,3264515,70 a 74 anos
10551,2034,1,1365698,4 anos
1740,2015,0,771978,61 anos
12854,2054,1,1134798,73 anos
3209,2028,0,257838,82 anos
9214,2022,1,7509386,0 a 4 anos
7423,2005,1,879282,80 anos ou mais
10555,2034,1,1407314,7 anos
7005,2002,1,1722044,9 anos
5583,2050,0,1427285,26 anos
5383,2048,0,7832277,45 a 49 anos
11030,2038,1,1527263,33 anos
9061,2020,1,1063849,57 anos
7764,2008,1,-,85 anos
4144,2037,0,7599240,30 a 34 anos
8467,2015,1,8630266,25 a 29 anos
6796,2000,1,8168287,20 a 24 anos
11238,2040,1,1495139,21 anos
5621,2050,0,1503981,58 anos
3174,2028,0,1278162,54 anos
8671,2017,1,7843086,10 a 14 anos
7665,2008,1,1589830,4 anos
13321,2059,1,5564770,0 a 4 anos
745,2006,0,2021503,65 a 69 anos
11486,2042,1,1663607,43 anos
3906,2035,0,1504326,16 anos
6503,2058,0,1438693,53 anos
260,2002,0,1341290,30 anos
1067,2009,0,836035,55 anos
12579,2052,1,1434662,29 anos
8093,2011,1,137418,82 anos
12380,2050,1,1511581,48 anos
478,2004,0,1538576,27 anos
12521,2051,1,1064692,73 anos
7410,2005,1,350692,69 anos
5028,2045,0,1483763,26 anos
6755,2060,0,960769,78 anos
10184,2030,1,877849,68 anos
12626,2052,1,1334065,68 anos
4529,2040,0,857541,73 anos
1951,2017,0,1155353,52 anos
8647,2016,1,179240,81 anos
3844,2034,0,1358031,57 anos
6739,2060,0,6767303,65 a 69 anos
8797,2018,1,1745608,22 anos
4617,2041,0,1580908,54 anos
8216,2013,1,1490241,0 ano
5969,2053,0,1272788,70 anos
8278,2013,1,1062463,52 anos
1348,2012,0,1723528,12 anos
9346,2023,1,1552915,17 anos
4078,2036,0,1021846,67 anos
11493,2042,1,1588113,49 anos
617,2005,0,898578,50 anos
1973,2017,0,491775,70 anos
2371,2021,0,1703203,32 anos
12329,2050,1,1210227,5 anos
11409,2041,1,942133,71 anos
2954,2026,0,1212749,55 anos
10613,2034,1,1449308,55 anos
6167,2055,0,1460551,50 anos
10918,2037,1,1529941,32 anos
8417,2014,1,306643,75 anos
3253,2029,0,1587911,27 anos
186,2001,0,460889,61 anos
203,2001,0,218248,75 anos
12033,2047,1,1429704,36 anos
12104,2048,1,1210738,3 anos
6706,2060,0,1417959,37 anos
10297,2031,1,3618911,70 a 74 anos
9123,2021,1,1574065,16 anos
8599,2016,1,1363802,42 anos
4646,2041,0,646377,78 anos
12249,2049,1,1480959,31 anos
3880,2034,0,204842,86 anos
1267,2011,0,1389557,37 anos
8555,2016,1,1483191,5 anos
13323,2059,1,1103633,1 ano
11475,2042,1,1459271,34 anos
3931,2035,0,1710776,37 anos
7913,2010,1,1743529,25 anos
12940,2055,1,1461758,52 anos
10119,2030,1,1500273,14 anos
1258,2011,0,7982363,30 a 34 anos
10428,2032,1,216100,85 anos
3451,2031,0,1450589,7 anos
4902,2044,0,1362837,14 anos
5238,2047,0,1347420,16 anos
12338,2050,1,1277474,13 anos
3912,2035,0,1487886,21 anos
11847,2045,1,1275949,66 anos
900,2008,0,1766918,9 anos
11255,2040,1,1521790,35 anos
9187,2021,1,2499910,70 a 74 anos
962,2008,0,635779,60 anos
7352,2005,1,1834436,20 anos
3252,2029,0,1565808,26 anos
9673,2026,1,1501559,12 anos
868,2007,0,1010465,75 a 79 anos
1609,2014,0,6167931,45 a 49 anos
10106,2030,1,1408673,3 anos
1178,2010,0,866129,55 anos
6359,2057,0,1319944,25 anos
8935,2019,1,6472175,45 a 49 anos
276,2002,0,1030884,44 anos
4164,2037,0,1622628,46 anos
10186,2030,1,3501868,70 a 74 anos
9394,2023,1,1123766,57 anos
4029,2036,0,1448841,26 anos
2808,2025,0,1725461,26 anos
9113,2021,1,1483167,8 anos
10191,2030,1,611587,74 anos
1795,2016,0,8715095,15 a 19 anos
2125,2019,0,1520535,12 anos
5023,2045,0,1448985,22 anos
5847,2052,0,1471116,61 anos
10831,2036,1,1591230,52 anos
12899,2055,1,1273226,18 anos
5498,2049,0,1570906,48 anos
11664,2044,1,1268862,6 anos
11131,2039,1,7280847,25 a 29 anos
4365,2039,0,1441667,29 anos
7043,2002,1,1173164,40 anos
7088,2002,1,179344,78 anos
1521,2013,0,617978,64 anos
8351,2014,1,1721401,20 anos
13130,2057,1,1319944,25 anos
2491,2022,0,7888496,40 a 44 anos
10983,2037,1,272415,85 anos
12781,2054,1,1231161,12 anos
5904,2053,0,1275421,16 anos
5854,2052,0,1361569,67 anos
4067,2036,0,1380991,58 anos
13287,2058,1,1418773,64 anos
224,2002,0,1648841,0 ano
10286,2031,1,1154496,60 anos
7740,2008,1,440147,66 anos
12754,2053,1,637494,81 anos
10171,2030,1,1214393,57 anos
5919,2053,0,1421441,29 anos
4440,2040,0,112962751,Total
10985,2037,1,202194,87 anos
2720,2024,0,1533604,45 anos
1611,2014,0,1261067,46 anos
2655,2023,0,184864,83 anos
11804,2045,1,1497455,30 anos
1122,2010,0,1693291,9 anos
287,2002,0,712204,53 anos
3838,2034,0,1560598,52 anos
854,2007,0,503027,63 anos
2277,2020,0,1340638,46 anos
12028,2047,1,1492879,32 anos
13328,2059,1,1140881,5 anos
11454,2042,1,1417319,16 anos
1634,2014,0,605206,65 anos
5700,2051,0,1464249,31 anos
4690,2042,0,1483669,22 anos
9577,2025,1,8621118,25 a 29 anos
10048,2029,1,1601873,47 anos
12707,2053,1,1404140,43 anos
9171,2021,1,1115651,56 anos
12691,2053,1,7255224,30 a 34 anos
6913,2001,1,7075603,25 a 29 anos
9051,2020,1,1265608,49 anos
9802,2027,1,1681714,27 anos
1623,2014,0,941563,56 anos
11563,2043,1,7079046,15 a 19 anos
6501,2058,0,1401961,51 anos
13510,2060,1,6767303,65 a 69 anos
8265,2013,1,1321934,41 anos
772,2006,0,-,86 anos
8392,2014,1,4510555,55 a 59 anos
1896,2017,0,1482804,6 anos
7267,2004,1,1160858,42 anos
2004,2018,0,1504727,4 anos
10573,2034,1,1468934,22 anos
2281,2020,0,6041008,50 a 54 anos
7347,2005,1,1776238,16 anos
7190,2003,1,302583,70 anos
8067,2011,1,672582,61 anos
5495,2049,0,1491232,45 anos
8934,2019,1,1394290,44 anos
9620,2025,1,1068931,60 anos
35,2000,0,1346844,28 anos
10617,2034,1,1261003,59 anos
3104,2027,0,124640,87 anos
6015,2054,0,1265184,16 anos
3662,2032,0,471355,90 anos ou mais
2634,2023,0,785370,66 anos
12004,2047,1,1299896,12 anos
7345,2005,1,8983895,15 a 19 anos
1738,2015,0,3674713,60 a 64 anos
3125,2028,0,1531991,13 anos
11080,2038,1,3199832,75 a 79 anos
4266,2038,0,1680771,39 anos
103,2000,0,-,84 anos
8450,2015,1,1579984,10 anos
6344,2057,0,1215958,13 anos
7577,2007,1,1772961,23 anos
5855,2052,0,1334065,68 anos
2267,2020,0,1654075,38 anos
8330,2014,1,1484357,3 anos
2137,2019,0,1763479,22 anos
13458,2060,1,1249372,21 anos
11713,2044,1,1661645,47 anos
10626,2034,1,1030289,66 anos
12742,2053,1,1165980,72 anos
10123,2030,1,1475953,17 anos
13344,2059,1,1243083,19 anos
5208,2046,0,480028,83 anos
11016,2038,1,1476618,21 anos
1780,2016,0,1506069,2 anos
2250,2020,0,1738179,24 anos
4610,2041,0,1594139,48 anos
389,2003,0,1024842,45 anos
8920,2019,1,1712585,32 anos
6400,2057,0,7347073,60 a 64 anos
397,2003,0,768785,52 anos
9404,2023,1,829426,65 anos
13500,2060,1,1415268,56 anos
2735,2024,0,1112492,58 anos
3630,2032,0,1067361,64 anos
398,2003,0,736752,53 anos
9484,2024,1,8135221,40 a 44 anos
8900,2019,1,1581750,15 anos
3117,2028,0,1478153,6 anos
10470,2033,1,1542782,29 anos
773,2006,0,-,87 anos
5350,2048,0,1346178,17 anos
6923,2001,1,1305714,33 anos
2800,2025,0,7971317,20 a 24 anos
11587,2043,1,7446144,35 a 39 anos
4675,2042,0,6818125,10 a 14 anos
4713,2042,0,1605031,41 anos
4813,2043,0,1439326,32 anos
11121,2039,1,1459596,16 anos
6940,2001,1,884956,47 anos
6803,2000,1,1459660,25 anos
7530,2006,1,211379,76 anos
6842,2000,1,501921,58 anos
10841,2036,1,1283929,60 anos
11065,2038,1,1251757,62 anos
11627,2043,1,1105906,68 anos
2343,2021,0,1486883,9 anos
4107,2037,0,112309958,Total
5250,2047,0,1464946,26 anos
11771,2045,1,1233201,3 anos
600,2005,0,1312597,36 anos
2035,2018,0,8555280,30 a 34 anos
1062,2009,0,987311,51 anos
10783,2036,1,1448947,12 anos
7187,2003,1,345436,68 anos
3361,2030,0,7893232,25 a 29 anos
5505,2049,0,1574721,54 anos
10845,2036,1,1103848,64 anos
10068,2029,1,1011229,64 anos
6789,2000,1,1834541,14 anos
10656,2035,1,111724392,Total
7613,2007,1,849165,53 anos
10833,2036,1,1542164,54 anos
9740,2026,1,778869,68 anos
12158,2048,1,1598857,48 anos
1579,2014,0,8583358,20 a 24 anos
9288,2022,1,962988,61 anos
13,2000,0,8979634,10 a 14 anos
3593,2032,0,1701700,33 anos
4381,2039,0,1688426,42 anos
3909,2035,0,1492465,19 anos
5083,2045,0,946924,72 anos
12388,2050,1,7619074,55 a 59 anos
3928,2035,0,8447253,35 a 39 anos
9716,2026,1,1480441,48 anos
6695,2060,0,1314875,28 anos
241,2002,0,9170290,15 a 19 anos
11981,2046,1,1512013,85 a 89 anos
7287,2004,1,559312,59 anos
11446,2042,1,6818125,10 a 14 anos
8305,2013,1,1240998,75 a 79 anos
4456,2040,0,1391212,12 anos
4458,2040,0,1419610,14 anos
641,2005,0,325919,70 anos
6097,2054,0,514223,84 anos
11910,2046,1,1474800,26 anos
7938,2010,1,1185657,46 anos
12871,2054,1,419491,86 anos
4912,2044,0,1462015,22 anos
7478,2006,1,1359818,33 anos
10104,2030,1,1380996,1 ano
850,2007,0,2690736,60 a 64 anos
4081,2036,0,4153367,70 a 74 anos
5823,2052,0,1415767,41 anos
11489,2042,1,1674159,45 anos
5666,2051,0,1189455,3 anos
4026,2036,0,1463937,24 anos
5309,2047,0,851023,75 anos
10131,2030,1,1534046,24 anos
9160,2021,1,1333878,47 anos
11159,2039,1,1609939,48 anos
13533,2060,1,644391,83 anos
1858,2016,0,576536,67 anos
4583,2041,0,1478453,25 anos
7732,2008,1,2819545,60 a 64 anos
5970,2053,0,1221181,71 anos
9354,2023,1,1732743,24 anos
13119,2057,1,1237295,16 anos
9499,2024,1,1247475,52 anos
5229,2047,0,1268204,9 anos
980,2008,0,243940,75 anos
2666,2024,0,1455357,0 ano
8112,2012,1,1562802,6 anos
2224,2020,0,1520716,2 anos
11687,2044,1,1485974,25 anos
9344,2023,1,1506405,15 anos
11784,2045,1,1349458,14 anos
785,2007,0,1631343,5 anos
255,2002,0,1499327,26 anos
5501,2049,0,1622957,50 anos
5775,2052,0,1167290,1 ano
3475,2031,0,1548404,27 anos
12392,2050,1,1503981,58 anos
11405,2041,1,1043830,68 anos
796,2007,0,8788967,15 a 19 anos
8217,2013,1,1491517,1 ano
7553,2007,1,1591573,3 anos
10244,2031,1,1531172,25 anos
10857,2036,1,745671,74 anos
8177,2012,1,732605,60 anos
2461,2022,0,7807878,15 a 19 anos
6760,2060,0,771597,81 anos
1531,2013,0,358504,72 anos
213,2001,0,-,83 anos
5330,2048,0,1191211,0 ano
2407,2021,0,896984,62 anos
10777,2036,1,1378400,7 anos
4832,2043,0,1621966,48 anos
7048,2002,1,4585345,45 a 49 anos
